"espacio_cultural_id,provincia_id,localidad_id,observaciones,provincia,localidad,nombre,direccion,codigo_postal,codigo_indicativo_telefono,telefono,mail,web,latitud,longitud,fuente,juridisccion,anio_de_creacion,descripcion_de_patrimonio,anio_de_inauguracion,"
"300143,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Padre Cool,Junin 1223,C1113AAI,11,48218146,,,-34.594167,-58.397069,DNPyM,Privada,,Custodia pertenencias del Padre Francisco Coll Fraile Dominico fundador de la congregacion de hermanas dominicas de la anunciata beatificado en 1979 por el Papa Juan Pablo II. Exhibe documentos escritos libros daguerrotipos material filmico fotogr,,"
"300144,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Casa Del Teatro,Av. Santa Fe 1243,C1059ABG,11,48117678,,,-34.595599,-58.384959,DNPyM,Privada,,El museo exhibe fotografias de artistas libros y documentos del comienzo de la institucion y recuerdos de la estadia en Francia de su creadora Regina Pacini junto a su esposo Marcelo T. De Alvear. En la sala Carlos Gardel se exponen documentos person,,"
"300145,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Comision De Historia Y Museo De Odontologia De La Asociacion Odontologica Argentina,Junin 959,C1113AAC,11,49616141,,,-34.597805,-58.397211,DNPyM,Privada,,Muebles aparatos instrumental diapositivas diplomas documentacion medallas y cuadros relativos a la historia de la odontologia y a la asociacion odontologica argentina. Su biblioteca posee entre otros antiguos ejemplares la edicion original de Le,,"
"300146,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De La Historia De La Cirugia Vicente Anibal Risolia,Paraguay 2155,C1121ABG,11,59509500,,,-34.598038,-58.398271,DNPyM,,,Valiosas piezas entre las que se destacan 25 cajas de cirugia de origen frances que datan de 1872 pertenecientes al Dr. Martin Lavallol e instrumental quirurgico de los doctores Ignacio Pirovano Cecilia Grierson Juan B. Justo y Nicolas Repetto. Apara,,"
"300147,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Del Holocausto,Montevideo 919,C1019ABS,11,48113588,informaciones@fmh.org.ar,,-34.5982,-58.3897,DNPyM,,,,,"
"300148,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Forense De La Justicia Nacional Dr. Juan Bautista Bafico,Junin 760,C1026ABP,11,43742035,,,-34.6003,-58.3972,DNPyM,Nacional,,Piezas de anatomia exibidas en cubas de vidrio. Una variada y valiosa coleccion de materiales de interes medico-legal alguno de los cuales datan de comienzo del siglo XX. Calcos de yeso. Objetos relacionados con el trafico y consumo de drogas ilicitas. F,,"
"300149,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Taller Museo Gyula Kosice,Humahuaca 4662,C1192ACP,11,48018615,,,-34.601011,-58.430613,DNPyM,Privada,,Se expone la obra del artista plastico argentino Gyula kosice redactor del Manifiesto Madi y cofundador del celebre movimiento. Tambien pueden observarse obras hidroclimaticas hidroluminicas digitales y una notable escultura articulada movil que data,,"
"300150,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Casa De Batato Barea,Tucuman 3054 dpto. 11,C1189AAH,11,49622592,,,-34.601022,-58.40858,DNPyM,Privada,,En la que fuera casa del actor - clown Batato Barea icono indiscutible del under porte–o se ha erigido un museo que lo evoca a traves de innumerables registros en video proyecciones fotografias libros y objetos.,,"
"300151,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Del Colegio  De La Salle De Ciencias Naturales Y Del Hombre,Riobamba 650,C1025ABN,11,43746449,dirgral@delasalle.esc.edu.ar,,-34.6015,-58.3942,DNPyM,Privada,,Ciencias naturales numismatica medallistica maquetas armas objetos varios y curiosos.,,"
"300152,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Casa Carlos Gardel,Jean Jaures 735,C1215ACM,11,49642015,,,-34.601615,-58.407894,DNPyM,Municipal,,""El museo tiene sede en la casa donde vivieron Carlos Gardel y su madre reconstruida en base a su concepcion original. Muestra el universo Gardeliano desde el mito forjado en el imaginario colectivo hasta la intimidad de la vida cotidiana del """"Zorzal Cr"",,,,,,,,,,,,,,,,,,,,,"
"300153,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Buque Museo Corbeta A.R.A. Uruguay,Puerto Madero dique 4,1104,11,43141090,,www.ara.mil.ar,-34.6037,-58.3664,DNPyM,Nacional,,Es el buque argentino mas antiguo botado en 1874. Comprado por el presidente Domingo Farmiento Sarmiento. Integro la flota de hierro y vapor de nuestro pais. Fue buque escuela. Sembro soberania. En 1903 rescato la expedicion cientifica del Dr. Otto Norde,,"
"300154,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De Los Ni–os Abasto,Av. Corrientes 3247 segundo nivel del Shopping Abasto,C1193AAE,11,48612325,,,-34.603944,-58.411006,DNPyM,Privada,,Centro de entretenimientos donde los chicos aprenden jugando temas relativos a la ciudad. Rescata el valor de la ciudad como centro de desarrollo y de intercambio social cultural y tecnologico. Los visitantes inician un proceso de descubrimiento que com,,"
"300155,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Mitre,San Martin 336,C1004AAH,11,43947659,,,-34.604,-58.3738,DNPyM,Nacional,,Mobiliario y objetos personales pertenecientes al general Bartolome Mitre. Numismatica y medallistica. Archivo documental. Biblioteca y mapoteca que abarcan desde el periodo colonial hasta el siglo XX.,,"
"300156,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De La Mujer,Pasaje Rivarola 175,C1015AAA,11,43839054,,,-34.606723,-58.385337,DNPyM,Privada,,Exposiciones cursos seminarios conferencias y coloquios destinados a fomentar la reinvindicacion de los derechos e intereses de las mujeres su lucha historica contra la doble opresion y subordinacion de genero. El museo propone el rescate y difusion,,"
"300157,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Mundial Del Tango De La Ademia Nacional,Rivadavia 830,C1002AAT,11,43456967,,,-34.608244,-58.378263,DNPyM,,,El museo fue inaugurado sobre la idea proyecto arquitectonico y guion del maestro Horacio Ferrer. Ofrece un recorrido por la historia del tango a traves de paneles vitrinas y documentales. El olimpo de las glorias del tango cuenta con gigantografias o,,"
"300158,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Historico De La Honorable Camara De Diputados,Av. Rivadavia 1864,C1033AAV,11,63107100,,,-34.609307,-58.392925,DNPyM,Nacional,,Ubicado en el salon de los pasos perdidos del Congreso de la Nacion el museo recuerda a los hombres ilustres que pasaron por la camara de diputados ejerciendo el mandato popular y contribuyendo a la vida politica Argentina en democracia. Cuadros objet,,"
"300159,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De Arte Hispanoamericano Isaac Fernandez Blanco - Sede Casa Fernandez Blanco,Hipolito Irigoyen 1420,C1089AAB,11,43263396,,,-34.610001,-58.386447,DNPyM,Gobierno de la Ciudad,,""Destinada a exhibir las colecciones de artes aplicadas de los siglos XIX y XX alberga la exposicion permanente """"habia una vez...mu–ecas y juguetes (1870 - 1940)"""" coleccion de Mabel y Maria Castellano Fotheringham patrimonio del museo"",,,,,,,,,,,,,,,,,,,,,"
"300160,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Parlamentario Senador Domingo Faustino Sarmiento,Hipolito Irigoyen 1702,C1089AAH,11,40103020,dcampos@senado.gov.ar,www.senado.gov.ar,-34.6102,-58.3905,DNPyM,Nacional,,Relacionadas al poder legislativo de la nacion. Las colecciones estan distribuidas en todo el edificio.,,"
"300161,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Del Bicentenario,Av. Paseo Colon 100,C1063ACN,11,43443802,,,-34.610515,-58.36945,DNPyM,,,,,"
"300162,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Participativo Minero - Mumin,Avda. Diagonal Sur Julio A. Roca 651 p.b.,C1067ABB,11,43494450,,,-34.610994,-58.375757,DNPyM,Nacional,,El museo posee ejemplares mineralogicos tanto nacionales como extranjeros. Su funcion es difundir la importancia de la mineria y su importancia en la vida cotidiana. Se realizan exposiciones temporarias.,,"
"300163,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Complejo Historico Cultural Manzana De Las Luces,Peru 272,C1067AAF,11,43429930,,,-34.611098,-58.374751,DNPyM,Nacional,,Desde su creacion en 1971 el organismo ha promovido la realizacion de actividades tales como visitas guiadas conferencias y congresos presentaciones de libros etc. Ademas tienen su sede el consejo internacional de museos la biblioteca Çarquitecto F,,"
"300164,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Etnografico Juan Bautista Ambrosetti,Moreno 350,C1091AAH,11,43317788,,,-34.6113,-58.3713,DNPyM,Nacional,,Colecciones de arqueologia etnografia y folklore correspondientes a diversas epocas culturas y lugares geograficos la mayoria de Argentina.,,"
"300165,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De La Luz,Boyaca 1553,C1416AAI,11,45821922,,,-34.611756,-58.467495,DNPyM,Privada,,Como protagonista de la industria luminotecnica la empresa Hugo Mainieri s.a. Atesoro una importante coleccion que se exhibe en el primer museo de la luz de argentina cuya sede fue dise–ada especialmente a tal efecto.,,"
"300166,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Santo Domingo,Defensa 422 / Av. Belgrano s/n,C1065AAH,11,43311668,,,-34.612779,-58.371804,DNPyM,Privada,,Emplazado en los claustros del convento de santo domingo el museo exhibe muestras de arte de los siglos xvii xviii y xix y banderas espa–olas ganadas en batalla por el gral. Manuel belgrano. Permite tambien recorrer el convento y la basilica de nuestra,,"
"300167,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De La Fotografia Humberto F. Zappa,Avda. Paseo Colon 470,C1063ACR,11,43319734,,,-34.6132,-58.3691,DNPyM,Privada,,Aparatos y accesorios relacionados con la fotografia.,,"
"300168,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De Marcapasos Y Precursores De La Medicina Moderna,Catamarca 536,C1231AAB,11,49312560,,,-34.616607,-58.405657,DNPyM,Nacional,,El afamado cardiologo argentino Dr. Ruben Posse reunio una importante coleccion de marcapasos que incluye los modelos mas antiguos que se conocen. Luego de su muerte sus discipulos plantearon la necesidad de crear un museo que albergara dicha coleccion,,"
"300169,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De La Psicologia Argentina Horacio Pi–ero,Av. Independencia 3065,C1225AAM,11,49574348,,,-34.619677,-58.408732,DNPyM,,,El museo alberga gran parte del instrumental cientifico del laboratorio de psicologia experimental creado por el doctor Horacio Pi–ero y que funciono a partir del a–o 1901 en la Facultad de Filosofia y Letras de la Universidad de Buenos Aires. Tareas de,,"
"300170,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Fundacion Museo Del Automovil De La Ciudad De Buenos Aires,Irigoyen 2265,C1408CPU,11,46440828,,,-34.620794,-58.526163,DNPyM,Privada,,Automoviles de epoca clasicos deportivos y de competicion. AntigŸedades y objetos que formaron parte del Buenos Aires de principios de siglo. La calle de los recuerdos reproduce fachadas de comercios y de casas y una estacion de servicio de YPF y del,,"
"300171,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De Arte Moderno De La Ciudad De Buenos Aires,Avda. San Juan 350,C1147AAO,11,43422970,mamba@xlnet.com.ar,,-34.6218,-58.3705,DNPyM,Municipal,,El Mamba posee un importante patrimonio formado fundamentalmente por obras de aristas argentinos del siglo XX. Pinturas esculturas dibujos grabados especialmente de las decadas del 40 50 y 60. Asimismo cabe mencionar obras de artistas internacionale,,"
"300172,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De Calcos Y Escultura Comparada Ernesto De La Carcova,Avda. Espa–a 1701,C1107CND,11,43614419,,,-34.624209,-58.345305,DNPyM,Nacional,,Calcos de esculturas y relieves egipcios asirios griegos etruscos romanos romanticos goticos renacentistas etc.,,"
"300173,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Itinerante De Arte Contemporaneo Del Mercosur,av. Caseros 2739,C1264AAH,11,49415478,,,-34.636359,-58.401144,DNPyM,Privada,,Obras de artistas argentinos y del resto de los paises del mercosur y del mundo. Se destacan sus colecciones de pintura y fotografia de humor grafico e historietas. Esta ultima posee obras de destacados humoristas de mas de 150 ciudades del mundo. Compa,,"
"300174,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Memorias De San Juan Evangelista,Olavarria 486,C1162ABJ,11,43022194,,,-34.636672,-58.359566,DNPyM,Privada,,El museo ofrece al publico visitante un original recorrido por la historia religiosa y las practicas devocionarias de numerosos inmigrantes italianos llegados al barrio de La Boca en el marco de la primera iglesia salesiana del pais.,,"
"300175,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De La Pasion Boquense,Brandsen 805,C1161AAQ,11,43621100,,,-34.636675,-58.364741,DNPyM,Privada,,La historia del Club Atletico Boca Juniors se expresa en este museo junto con la historia del futbol en el pais la identidad del barrio de La Boca y la cultura popular de los argentinos. Incluye tecnicas avanzadas de exhibicion efectos escenicos y lum,,"
"300176,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De Los Corrales Viejos De Parque Patricios,Zavaleta 140,C1437EYD,11,43080056,,,-34.638393,-58.403311,DNPyM,Privada,,Algunas salas que lo componen son las de: telefonos antiguos libertador San Martin parque de la patria premios militares y medallas mu–ecos usos y costumbres. Colecciones de: mates de plata abanicos y peinetones muestra de ciencias naturales numi,,"
"300177,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Maguncia. Museo Del Papel Grabado Y Estampa,Av. Pedro de Mendoza 1855,C1169AAC,11,41165550,,,-34.639321,-58.361646,DNPyM,Privada,,Espacio de naturaleza y arte que cobija tambien elementos para el trabajo en papel y miniaturas de libros. Antiguas molazas de 1900 para macerar vegetales prensas graficas litografias y calcografias. Su galeria exhibe obras de Michiko Hoshino Laurence,,"
"300178,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De Bellas Artes Al Aire Libre Caminito,Pasaje Caminito entre Magallanes y Gral. Gregorio Araoz de Lamadrid,1427,11,41145736,,,-34.639337,-58.362798,DNPyM,Municipal,,Caminito fue la primera calle peatonal de este tipo en el mundo. Lleva su nombre en homenaje al musico Juan de Dios Filiberto autor de la musica del tango homonimo. Es un museo al aire libre con esculturas relieves y murales en piedra cemento y cerami,,"
"300179,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De Ciencias Naturales De Especialidad Zoologica Medica,Av. Velez Sarsfield 563,C1282AFF,11,43012888,,,-34.641309,-58.39018,DNPyM,Nacional,,Exhibe especies venenosas de importancia sanitaria de diferentes lugares del mundo particularmente de Argentina. Ademas de los preparados del museo se encuentran cuatro terrarios de exhibicion de ofidios venenosos del pais. Complementan la muestra cla,,"
"300180,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De La Balanza,California 2000,C1289AAN,11,43030000,,,-34.647543,-58.376487,DNPyM,,,Este museo unico en su genero atesora un vasto patrimonio conformado por piezas provenientes de mas de 100 paises. Balanzas para gases liquidos hilos granos huevos personas joyas camiones carros postales de farmacias de laboratorio y alguna,,"
"300181,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Taller-Museo Jose Pallarols Torras,Defensa 1094,C1065AAT,11,43617360,pallarols@sion.com.ar,,-34.6206,-58.3714,DNPyM,Privada,1974,Taller de plateria herramientas obras sobre papel dibujos grabados. Se realizan trabajos a la vista del visitante.,,"
"300182,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Etnografico De Las Obras Misionales Pontificias,Medrano 735,C1179AAM,11,48631357,ompar@sion.com,,-34.6015,-58.4207,DNPyM,Privada,1985,Instrumentos musicales armas tejidos adornos mascaras etc de Asia y Africa.,,"
"300183,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De Anestesiologia Y Biblioteca Historica,Fragata Sarmiento 541,C1405APC,11,44330023,museo@aaarba.org,,-34.6081,-58.3665,DNPyM,Privada,2003,Equipos e instrumentos medico-anestesiologicos. Cirujanos y anesteciologos que dejaron huella en la medicina. Evolucion de los metodos en la lucha en la eliminacion del dolor.,,"
"300184,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De Artes Plasticas Eduardo Sivori,Avda. Infanta Isabel 555,C1425ABX,11,47783899,,,-34.5696,-58.4171,DNPyM,Municipal,1934,Pinturas esculturas dibujos grabados y tapices de artistas argentinos consagrados o realizados en el pais desde el siglo pasado hasta el presente. Salon Manuel Belgrano.,,"
"300185,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Del Regimiento Granaderos A Caballo Gral. San Martin,Luis Maria Campos 554,C1426BOQ,11,45765666,,,-34.5715,-58.4345,DNPyM,Nacional,1968,Armas uniformes medallistica iconografia y otros objetos pertenecientes o relacionados con el regimiento y su creador el general Jose de San Martin del cual se exhibe el sable corvo. Poncho de lavalle. Documentos y correspondencia del libertador y d,,"
"300186,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Nacional De La Inmigracion,Avda. Antartida Argentina 1355,C1104ACA,11,43170285,,,-34.584889,-58.372753,DNPyM,Nacional,1985,Esta situado en el antiguo hotel de inmigrantes (1911-1953). Valora el conjunto arquitectonico destacando la importancia historica cultural economica y social del fenomeno inmigratorio en el pais. Su acervo son libros de registro de entradas de inmigr,,"
"300187,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De Ciencias Naturales Del Colegio San Jose,Bartolome Mitre 2455,C1029AAM,11,49514303,,,-34.608573,-58.401317,DNPyM,Privada,,Predominantemente zoologicas: corales moluscos artropodos batracios peces reptiles mamiferos etc.,1918,"
"300188,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Historico De Buenos Aires Brigadier General Cornelio De Saavedra,Crisologo Larralde 6309,C1431AQG,11,45720746,museosaavedra@uolsinectis.com.ar,,-34.5688,-58.5075,DNPyM,Municipal,1925,Colecciones de plateria rural mobiliario obras de arte vestimentas numismatica documentos iconografia de la ciudad armas peinetones monetario argentino y americano etc. correspondientes a los siglos xviii y xix.,1925,"
"300189,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo S.E. Casa De La Moneda,Av. Antartida Argentina 2085,C1104ACH,11,57763545,,,-34.581173,-58.374032,DNPyM,,1875,Alberga un invaluable patrimonio industrial cultural e historico. Se inauguro con el objetivo de preservar y transmitir la historia del organismo estrechamente entrelazada con el devenir politico y economico del pais. Exhibe un interesante patrimonio i,1931,"
"300190,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Historico Sarmiento,Juramento 2180,C1428DNJ,11,47812989,,,-34.560825,-58.454546,DNPyM,Nacional,,Mobiliario objetos y documentacion pertenecientes a Domingo Faustino Sarmiento a Nicolas Avellaneda y a los congresales de 1880. Obras de arte de Augusto y Eugenia Belin Sarmiento. Medallas conmemorativas libros. Biblioteca y archivo.,1942,"
"300191,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Historico Nacional Del Cabildo De Buenos Aires Y De La Revolucion De Mayo,Bolivar 65,C1066AAA,11,43341782,,,-34.6086,-58.3735,DNPyM,Nacional,1933,Sus colecciones estan distribuidas en las salas: capitular de mayo invasiones inglesas hall central sala hardoy galeria de los virreyes y calabozo.,1943,"
"300192,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De Armas De La Nacion Tte. Gral. Pablo Riccheri,Av. Santa Fe 702-750,C1059ABO,11,43111071,museo@circulumilitar.org,,-34.5958,-58.3769,DNPyM,Nacional,1908,Armas en general desde el siglo XII hasta la segunda guerra mundial. Armas usadas en el pais desde la conquista y colonizacion hasta nuestros dias. Cuadros uniformes documentos.,1944,"
"300193,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De Arte Popular Jose Hernandez,Avda. del Libertador 2373,C1425AAJ,11,48032384,,,-34.5803,-58.4049,DNPyM,Municipal,1942,Plateria rioplatense de los siglos XVIII al XX: cabezadas aperos cuchillos estribos rastras mates etc. Artesanias regionales: imagineria alfareria tejidos instrumentos musicales mascaras armas y pinturas. Reconstruccion de una antigua pulperia,1952,"
"300194,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Casa De Yrurtia,O'Higgins 2390,C1428AGL,11,54114781,museocasayrurtia@fibertel.com.ar,www.artesur.com.ar/yrurtia/casayrurtia.htm,-34.5571,-58.4553,DNPyM,Nacional,,Bronces y yesos de Rogelio Yrurtia pinturas obras de pintores argentinos contemporaneos obra pictorica de Lia Correa Morales.,1953,"
"300195,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Del Serpentario,Avda. Velez Sarsfield 563,C1282AFF,11,43012888,adolab@anlis.gov.ar,,-34.6412,-58.3898,DNPyM,Nacional,1957,Ofidios venenosos y no venenosos anfibios peces aracnidos insectos y miriapodos autoctonos y exoticos. Vivarios de aracnidos y ofidios autoctonos.,1957,"
"300196,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Casa Rosada,Hipolito Irigoyen 219,C1086AAA,11,43443802,Museo@presidencia.gov.ar,,-34.6088,-58.3698,DNPyM,Nacional,1957,Objetos relacionados con los presidentes argentinos: mobiliario armas bandas y bastones medallas condecoraciones documentos pinturas y grabados fotografias esculturas vestimenta etc. En el periodo 1826- 1976.,1961,"
"300197,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Casa De Ricardo Rojas - Instituto De Investigaciones Literarias,Charcas 2837,C1425BMG,11,48244039,casadericardorojas@hotmail.com,,-34.5939,-58.4065,DNPyM,Nacional,1962,Obras de arte objetos historicos y de arqueologia etnografia y folklore vinculados a Ricardo Rojas y a su epoca.,1962,"
"300198,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Nacional Del Grabado,AgŸero 2502. Sede ubicada en el predio de la Biblioteca Nacional,C1425EID,11,48023295,,,-34.584541,-58.397598,DNPyM,Nacional,,Grabados contemporaneos de artistas argentinos y extranjeros ediciones bibliograficas con grabados originales.,1964,"
"300199,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Criollo De Los Corrales,Avda. de los Corrales 6476,C1440BBN,11,46871949,,,-34.6626,-58.5002,DNPyM,Privada,1967,Colecciones referidas a la tradicion e historia del campo argentino sus hombres usos y costumbres en el periodo comprendido entre 1750 y 1900.,1967,"
"300200,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Nacional De Arte Oriental,Avda. del Libertador 1902,C1425AAS,11,48015988,,,-34.582,-58.4015,DNPyM,Nacional,1965,El museo cuenta con una coleccion de mas de 3000 piezas 1800 libros 2500 revistas y publicaciones periodicas y 300 documentales. Objetos de artes plasticas y aplicadas artesanias vestuario elementos de uso domestico y ritual del cercano y medio ori,1970,"
"300201,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De La Ciudad,Defensa 219,C1065AAC,11,43319855,,,-34.6104,-58.3721,DNPyM,Municipal,1968,""Los edificios sede del museo tiene valor patrimonial estos son """"Casa Elorriaga"""" (1809)  """"Sasa Ezcurra (1830) """"Casa altos farmacia de la estrella"""" (1895). Elementos que documentan el desarrollo edilicio y costumbrista de la ciudad de Buenos Aires: puer"",1972,,,,,,,,,,,,,,,,,,,,"
"300202,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Monumento Antiguo Recinto Del Congreso Nacional,Balcarce 139,C1064AAC,11,43315147,,,-34.6093,-58.3708,DNPyM,Nacional,,Numismatica de la epoca independiente hasta nuestros dias medallistica de los siglos XIX y XX documentos autografos archivo historico del siglo XIX. Mobiliario original oleos fotografias.,1975,"
"300203,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Nacional De La Historia Del Traje,Chile 832,C1098AAR,11,43438427,,,-34.6163,-58.3779,DNPyM,Nacional,,Piezas de indumentaria civil urbana de distintas extracciones sociales de adultos jovenes y ni–os. Accesorios (bastones sombrillas zapatos etc.),1976,"
"300204,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo General Belgrano,Sarachaga 4906,C1407EGP,11,46716464,,,-34.6332,-58.4944,DNPyM,Privada,1977,Iconografia armas numismatica manuscritos correspondientes a la epoca del procer Manuel Belgrano. Objetos personales. Mobiliario.,1984,"
"300205,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Penitenciario Argentino Antonio Ballve,Humberto 1¡ 378,C1103ACH,11,43610917,,,-34.6244,-58.4511,DNPyM,Nacional,1984,Elementos relacionados con la institucion penitenciaria: mobiliario y otros objetos replicas de celdas documentos desde 1822 hasta el presente.,1984,"
"300206,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo Historico De Cera,Dr. Enrique del Valle Iberlucea 1261,C1160ABM,11,43011497,,,-34.6391,-58.362,DNPyM,Privada,,Dioramas tama–o natural de escenas desde el primer asentamiento de la ciudad de Buenos Aires hasta nuestros dias 2da. Fundacion de Buenos Aires malon doma candombe duelo cuartedor apuesta tango orillero figuras en cera de personajes famosos: Ben,1984,"
"300207,2,2000010,,Ciudad Aut—noma de Buenos Aires,Ciudad Aut—noma de Buenos Aires,Museo De Arte Sacro Maria Antonia De San Jose - Santa Casa De Ejercicios Espirituales,Avda. Independencia 1190,C1099AAY,11,43040984,artesacro@csel.com,,-34.6177,-58.3828,DNPyM,Privada,1987,Casa de retiros y convento fundado por la venerable Maria Antonia de San Jose en 1795. En su interior se puden observar sus nueve claustros de estilo barroco colonial originales con sus espada–as brocales y piso de ladrillos como asi tambien una muy im,1987,"
